"AvailabilityZone","InstanceType","Price","ProductDescription","Timestamp"
"ca-central-1b","t2.medium","0.015400","Linux/UNIX","5/30/19 1:45:26 PM"
"ca-central-1a","t2.medium","0.015400","Linux/UNIX","5/30/19 1:45:26 PM"
"ca-central-1b","t2.medium","0.033400","Windows","5/30/19 1:45:25 PM"
"ca-central-1a","t2.medium","0.033400","Windows","5/30/19 1:45:25 PM"
"ca-central-1b","g3.4xlarge","1.160800","Windows","5/30/19 1:45:19 PM"
"ca-central-1a","g3.4xlarge","1.160800","Windows","5/30/19 1:45:19 PM"
"ca-central-1b","g3.4xlarge","0.424800","Linux/UNIX","5/30/19 1:45:19 PM"
"ca-central-1a","g3.4xlarge","0.424800","Linux/UNIX","5/30/19 1:45:19 PM"
"ca-central-1b","c5d.xlarge","0.241800","Windows","5/30/19 12:47:08 PM"
"ca-central-1a","c5d.xlarge","0.241800","Windows","5/30/19 12:47:08 PM"
"ca-central-1b","c5d.xlarge","0.057800","Linux/UNIX","5/30/19 12:46:26 PM"
"ca-central-1a","c5d.xlarge","0.057800","Linux/UNIX","5/30/19 12:46:26 PM"
"ca-central-1b","t3.nano","0.006300","Windows","5/30/19 12:46:21 PM"
"ca-central-1a","t3.nano","0.006300","Windows","5/30/19 12:46:21 PM"
"ca-central-1b","t2.2xlarge","0.122900","Linux/UNIX","5/30/19 12:45:54 PM"
"ca-central-1a","t2.2xlarge","0.122900","Linux/UNIX","5/30/19 12:45:54 PM"
"ca-central-1b","t2.2xlarge","0.184900","Windows","5/30/19 12:45:54 PM"
"ca-central-1a","t2.2xlarge","0.184900","Windows","5/30/19 12:45:54 PM"
"ca-central-1b","t3.nano","0.001700","Linux/UNIX","5/30/19 12:45:50 PM"
"ca-central-1a","t3.nano","0.001700","Linux/UNIX","5/30/19 12:45:50 PM"
"ca-central-1b","m5d.large","0.030400","Linux/UNIX","5/30/19 12:45:35 PM"
"ca-central-1a","m5d.large","0.030400","Linux/UNIX","5/30/19 12:45:35 PM"
"ca-central-1b","m5d.large","0.122400","Windows","5/30/19 12:45:35 PM"
"ca-central-1a","m5d.large","0.122400","Windows","5/30/19 12:45:35 PM"
"ca-central-1b","i3.2xlarge","0.574400","Windows","5/30/19 12:45:25 PM"
"ca-central-1a","i3.2xlarge","0.574400","Windows","5/30/19 12:45:25 PM"
"ca-central-1b","i3.2xlarge","0.206400","Linux/UNIX","5/30/19 12:45:25 PM"
"ca-central-1a","i3.2xlarge","0.206400","Linux/UNIX","5/30/19 12:45:25 PM"
"ca-central-1b","c4.2xlarge","0.110100","Linux/UNIX","5/30/19 12:45:18 PM"
"ca-central-1a","c4.2xlarge","0.110100","Linux/UNIX","5/30/19 12:45:18 PM"
"ca-central-1b","c4.2xlarge","0.478100","Windows","5/30/19 12:45:18 PM"
"ca-central-1a","c4.2xlarge","0.478100","Windows","5/30/19 12:45:18 PM"
"ca-central-1b","m5d.metal","5.873100","Windows","5/30/19 12:02:57 PM"
"ca-central-1a","r5d.24xlarge","5.942500","Windows","5/30/19 12:01:30 PM"
"ca-central-1b","c4.8xlarge","2.096500","Windows","5/30/19 11:59:20 AM"
"ca-central-1a","c4.8xlarge","2.096500","Windows","5/30/19 11:59:20 AM"
"ca-central-1b","r5d.24xlarge","5.942500","Windows","5/30/19 11:53:30 AM"
"ca-central-1b","r5.24xlarge","5.942500","Windows","5/30/19 11:46:01 AM"
"ca-central-1a","r5.24xlarge","5.942500","Windows","5/30/19 11:46:01 AM"
"ca-central-1b","i3.8xlarge","0.825600","Linux/UNIX","5/30/19 11:45:55 AM"
"ca-central-1a","i3.8xlarge","0.825600","Linux/UNIX","5/30/19 11:45:55 AM"
"ca-central-1b","i3.8xlarge","2.297600","Windows","5/30/19 11:45:54 AM"
"ca-central-1a","i3.8xlarge","2.297600","Windows","5/30/19 11:45:54 AM"
"ca-central-1b","r5.24xlarge","1.526500","Linux/UNIX","5/30/19 11:45:53 AM"
"ca-central-1a","r5.24xlarge","1.526500","Linux/UNIX","5/30/19 11:45:53 AM"
"ca-central-1b","d2.8xlarge","3.477600","Windows","5/30/19 11:45:36 AM"
"ca-central-1a","d2.8xlarge","3.477600","Windows","5/30/19 11:45:36 AM"
"ca-central-1b","d2.8xlarge","1.821600","Linux/UNIX","5/30/19 11:45:36 AM"
"ca-central-1a","d2.8xlarge","1.821600","Linux/UNIX","5/30/19 11:45:36 AM"
"ca-central-1b","r5.xlarge","0.063600","Linux/UNIX","5/30/19 11:45:29 AM"
"ca-central-1a","r5.xlarge","0.063600","Linux/UNIX","5/30/19 11:45:29 AM"
"ca-central-1b","r5.xlarge","0.247600","Windows","5/30/19 11:45:29 AM"
"ca-central-1a","r5.xlarge","0.247600","Windows","5/30/19 11:45:29 AM"
"ca-central-1b","m4.xlarge","0.057800","Linux/UNIX","5/30/19 11:45:19 AM"
"ca-central-1a","m4.xlarge","0.057800","Linux/UNIX","5/30/19 11:45:19 AM"
"ca-central-1b","m4.xlarge","0.241800","Windows","5/30/19 11:45:19 AM"
"ca-central-1a","m4.xlarge","0.241800","Windows","5/30/19 11:45:19 AM"
"ca-central-1a","r5d.24xlarge","1.526500","Linux/UNIX","5/30/19 11:36:30 AM"
"ca-central-1a","r5d.4xlarge","0.254400","Linux/UNIX","5/30/19 11:02:27 AM"
"ca-central-1b","m5.2xlarge","0.489400","Windows","5/30/19 10:46:13 AM"
"ca-central-1a","m5.2xlarge","0.489400","Windows","5/30/19 10:46:13 AM"
"ca-central-1b","m5.2xlarge","0.121400","Linux/UNIX","5/30/19 10:46:07 AM"
"ca-central-1a","m5.2xlarge","0.121400","Linux/UNIX","5/30/19 10:46:07 AM"
"ca-central-1b","m5d.12xlarge","0.728500","Linux/UNIX","5/30/19 10:46:04 AM"
"ca-central-1a","m5d.12xlarge","0.728500","Linux/UNIX","5/30/19 10:46:04 AM"
"ca-central-1b","m5d.12xlarge","2.936500","Windows","5/30/19 10:45:46 AM"
"ca-central-1a","m5d.12xlarge","2.936500","Windows","5/30/19 10:45:46 AM"
"ca-central-1b","i3.16xlarge","1.651200","Linux/UNIX","5/30/19 10:45:35 AM"
"ca-central-1a","i3.16xlarge","1.651200","Linux/UNIX","5/30/19 10:45:35 AM"
"ca-central-1b","i3.16xlarge","4.595200","Windows","5/30/19 10:45:34 AM"
"ca-central-1a","i3.16xlarge","4.595200","Windows","5/30/19 10:45:34 AM"
"ca-central-1b","c4.8xlarge","0.440500","Linux/UNIX","5/30/19 10:45:26 AM"
"ca-central-1a","c4.8xlarge","0.440500","Linux/UNIX","5/30/19 10:45:26 AM"
"ca-central-1a","r4.4xlarge","0.244200","Linux/UNIX","5/30/19 10:38:20 AM"
"ca-central-1b","m5d.metal","1.457100","Linux/UNIX","5/30/19 10:18:15 AM"
"ca-central-1b","t3.xlarge","0.128900","Windows","5/30/19 9:57:14 AM"
"ca-central-1a","t3.xlarge","0.128900","Windows","5/30/19 9:57:14 AM"
